similarity,node_uri
99.37106918238993,"['https://synbiohub.org/public/igem/BBa_K731722/1', 'https://synbiohub.org/public/igem/BBa_B0010/1']"
99.2,"['https://synbiohub.org/public/igem/BBa_K849009/1', 'https://synbiohub.org/public/igem/BBa_Y1015/1']"
98.79518072289156,"['https://synbiohub.org/public/igem/BBa_B0052/1', 'https://synbiohub.org/public/igem/BBa_B0057/1']"
98.34254143646409,"['https://synbiohub.org/public/igem/BBa_K1051009/1', 'https://synbiohub.org/public/igem/BBa_M36545/1']"
95.1923076923077,"['https://synbiohub.org/public/igem/BBa_K1897030/1', 'https://synbiohub.org/public/igem/BBa_K2042007/1', 'https://synbiohub.org/public/igem/BBa_K1339025/1']"
94.84536082474226,"['https://synbiohub.org/public/igem/BBa_K323130/1', 'https://synbiohub.org/public/igem/BBa_K1442301/1', 'https://synbiohub.org/public/igem/BBa_K923004/1', 'https://synbiohub.org/public/igem/BBa_K784002/1']"
91.48936170212765,"['https://synbiohub.org/public/igem/BBa_K606028/1', 'https://synbiohub.org/public/igem/BBa_K1616027/1', 'https://synbiohub.org/public/igem/BBa_J18913/1']"
91.42857142857143,"['https://synbiohub.org/public/igem/BBa_B0051/1', 'https://synbiohub.org/public/igem/BBa_B0061/1']"
90.47619047619048,"['https://synbiohub.org/public/igem/BBa_K156027/1', 'https://synbiohub.org/public/igem/BBa_K156029/1', 'https://synbiohub.org/public/igem/BBa_K156028/1']"
90.0,"['https://synbiohub.org/public/igem/BBa_K080009/1', 'https://synbiohub.org/public/igem/BBa_K678012/1']"
88.63636363636364,"['https://synbiohub.org/public/igem/BBa_B0023/1', 'https://synbiohub.org/public/igem/BBa_B0022/1']"
88.2051282051282,"['https://synbiohub.org/public/igem/BBa_K094013/1', 'https://synbiohub.org/public/igem/BBa_K1725081/1', 'https://synbiohub.org/public/igem/BBa_J64043/1']"
86.48648648648648,"['https://synbiohub.org/public/igem/BBa_K102901/1', 'https://synbiohub.org/public/igem/BBa_K102907/1']"
86.20689655172413,"['https://synbiohub.org/public/igem/BBa_K827028/1', 'https://synbiohub.org/public/igem/BBa_K827037/1', 'https://synbiohub.org/public/igem/BBa_K827034/1', 'https://synbiohub.org/public/igem/BBa_K827031/1', 'https://synbiohub.org/public/igem/BBa_K827032/1', 'https://synbiohub.org/public/igem/BBa_K827033/1']"
85.39325842696628,"['https://synbiohub.org/public/igem/BBa_K102908/1', 'https://synbiohub.org/public/igem/BBa_K102903/1', 'https://synbiohub.org/public/igem/BBa_K102902/1']"
85.0,"['https://synbiohub.org/public/igem/BBa_B1007/1', 'https://synbiohub.org/public/igem/BBa_B1008/1', 'https://synbiohub.org/public/igem/BBa_B1009/1', 'https://synbiohub.org/public/igem/BBa_B1010/1']"
84.84848484848484,"['https://synbiohub.org/public/igem/BBa_B0050/1', 'https://synbiohub.org/public/igem/BBa_B0060/1']"
