similarity,node_uri
99.98540359071669,"['https://synbiohub.org/public/igem/BBa_K157041/1', 'https://synbiohub.org/public/igem/pSB1AK8/1']"
99.53517853369955,"['https://synbiohub.org/public/igem/BBa_J18976/1', 'https://synbiohub.org/public/igem/BBa_J18967/1']"
98.29077015885784,"['https://synbiohub.org/public/igem/pSB1T3/1', 'https://synbiohub.org/public/igem/BBa_K1362094/1']"
98.09374299170217,"['https://synbiohub.org/public/igem/pSB1K3/1', 'https://synbiohub.org/public/igem/BBa_K1362093/1']"
98.05090575556065,"['https://synbiohub.org/public/igem/pSB1A3/1', 'https://synbiohub.org/public/igem/BBa_K1362091/1']"
97.21200980392157,"['https://synbiohub.org/public/igem/BBa_I732950/1', 'https://synbiohub.org/public/igem/pSB1AK3/1']"
96.8933489911391,"['https://synbiohub.org/public/igem/BBa_K823024/1', 'https://synbiohub.org/public/igem/BBa_K823022/1']"
94.63102581676948,"['https://synbiohub.org/public/igem/BBa_J23018/1', 'https://synbiohub.org/public/igem/pSB1A2/1']"
91.82929444563585,"['https://synbiohub.org/public/igem/BBa_I732952/1', 'https://synbiohub.org/public/igem/BBa_J23006/1']"
90.8,"['https://synbiohub.org/public/igem/BBa_K1212002/1', 'https://synbiohub.org/public/igem/pSB3K3/1']"
88.46321922796795,"['https://synbiohub.org/public/igem/BBa_K1085014/1', 'https://synbiohub.org/public/igem/BBa_K823023/1']"
87.66446172857454,"['https://synbiohub.org/public/igem/BBa_K731710/1', 'https://synbiohub.org/public/igem/BBa_K731700/1']"
87.38229755178908,"['https://synbiohub.org/public/igem/BBa_K812300/1', 'https://synbiohub.org/public/igem/BBa_K812200/1']"
86.93626932034724,"['https://synbiohub.org/public/igem/BBa_K533012/1', 'https://synbiohub.org/public/igem/pSB1C3/1', 'https://synbiohub.org/public/igem/BBa_K1362092/1']"
86.38187064536561,"['https://synbiohub.org/public/igem/BBa_K106006/1', 'https://synbiohub.org/public/igem/BBa_K106670/1', 'https://synbiohub.org/public/igem/BBa_K106014/1']"
81.39329805996472,"['https://synbiohub.org/public/igem/BBa_J73998/1', 'https://synbiohub.org/public/igem/BBa_J73999/1']"
