similarity,node_uri
99.96184662342617,"['https://synbiohub.org/public/igem/BBa_J61052/1', 'https://synbiohub.org/public/igem/BBa_J72171/1']"
99.95119570522206,"['https://synbiohub.org/public/igem/BBa_J72010/1', 'https://synbiohub.org/public/igem/BBa_I732005/1']"
99.93089149965446,"['https://synbiohub.org/public/igem/BBa_K1437005/1', 'https://synbiohub.org/public/igem/BBa_K1437002/1']"
99.92193598750976,"['https://synbiohub.org/public/igem/BBa_J70024/1', 'https://synbiohub.org/public/igem/BBa_J70002/1']"
99.91967871485944,"['https://synbiohub.org/public/igem/BBa_K629006/1', 'https://synbiohub.org/public/igem/BBa_K629005/1']"
99.9195494770716,"['https://synbiohub.org/public/igem/BBa_K1653000/1', 'https://synbiohub.org/public/igem/BBa_K118000/1']"
99.91539763113367,"['https://synbiohub.org/public/igem/BBa_K089001/1', 'https://synbiohub.org/public/igem/BBa_K759004/1']"
99.91386735572783,"['https://synbiohub.org/public/igem/BBa_K1051503/1', 'https://synbiohub.org/public/igem/BBa_K1051501/1']"
99.89969909729187,"['https://synbiohub.org/public/igem/BBa_K842013/1', 'https://synbiohub.org/public/igem/BBa_K842004/1']"
99.89594172736732,"['https://synbiohub.org/public/igem/BBa_T4000/1', 'https://synbiohub.org/public/igem/BBa_K499999/1']"
99.89484752891693,"['https://synbiohub.org/public/igem/BBa_K1339000/1', 'https://synbiohub.org/public/igem/BBa_K200005/1']"
99.89094874591058,"['https://synbiohub.org/public/igem/BBa_I712024/1', 'https://synbiohub.org/public/igem/BBa_K195100/1']"
99.88385598141696,"['https://synbiohub.org/public/igem/BBa_J45013/1', 'https://synbiohub.org/public/igem/BBa_J45012/1']"
99.88023952095809,"['https://synbiohub.org/public/igem/BBa_K1486051/1', 'https://synbiohub.org/public/igem/BBa_K569017/1']"
99.87834549878345,"['https://synbiohub.org/public/igem/BBa_K1946007/1', 'https://synbiohub.org/public/igem/BBa_K1026001/1']"
