similarity,node_uri
98.50746268656717,"['https://synbiohub.org/public/igem/BBa_K497016/1', 'https://synbiohub.org/public/igem/BBa_K497018/1']"
98.50746268656717,"['https://synbiohub.org/public/igem/BBa_K119005/1', 'https://synbiohub.org/public/igem/BBa_K119004/1']"
96.55172413793103,"['https://synbiohub.org/public/igem/BBa_K1539089/1', 'https://synbiohub.org/public/igem/BBa_K1539055/1']"
96.29629629629629,"['https://synbiohub.org/public/igem/BBa_K2110824/1', 'https://synbiohub.org/public/igem/BBa_K2110826/1']"
96.29629629629629,"['https://synbiohub.org/public/igem/BBa_K2110825/1', 'https://synbiohub.org/public/igem/BBa_K2110823/1']"
94.73684210526315,"['https://synbiohub.org/public/igem/BBa_J18907/1', 'https://synbiohub.org/public/igem/BBa_K237007/1']"
94.44444444444444,"['https://synbiohub.org/public/igem/BBa_K2110834/1', 'https://synbiohub.org/public/igem/BBa_K2110836/1']"
93.47826086956522,"['https://synbiohub.org/public/igem/BBa_K1539021/1', 'https://synbiohub.org/public/igem/BBa_K1539034/1']"
93.02325581395348,"['https://synbiohub.org/public/igem/BBa_G1001/1', 'https://synbiohub.org/public/igem/BBa_G1003/1']"
92.53731343283582,"['https://synbiohub.org/public/igem/BBa_K2110808/1', 'https://synbiohub.org/public/igem/BBa_K2110805/1']"
91.8918918918919,"['https://synbiohub.org/public/igem/BBa_G00110/1', 'https://synbiohub.org/public/igem/BBa_G00111/1']"
91.66666666666666,"['https://synbiohub.org/public/igem/BBa_K187374/1', 'https://synbiohub.org/public/igem/BBa_K187222/1']"
91.52542372881356,"['https://synbiohub.org/public/igem/BBa_K2110813/1', 'https://synbiohub.org/public/igem/BBa_K2110815/1']"
90.9090909090909,"['https://synbiohub.org/public/igem/BBa_J133701/1', 'https://synbiohub.org/public/igem/BBa_G1002/1', 'https://synbiohub.org/public/igem/BBa_G1000/1']"
90.9090909090909,"['https://synbiohub.org/public/igem/BBa_K2110807/1', 'https://synbiohub.org/public/igem/BBa_K2110804/1', 'https://synbiohub.org/public/igem/BBa_K2110806/1']"
90.32258064516128,"['https://synbiohub.org/public/igem/BBa_K2110830/1', 'https://synbiohub.org/public/igem/BBa_K2110828/1']"
90.14084507042254,"['https://synbiohub.org/public/igem/BBa_K187098/1', 'https://synbiohub.org/public/igem/BBa_K187284/1']"
