similarity,node_uri
99.71988795518207,"['https://synbiohub.org/public/igem/BBa_J176018/1', 'https://synbiohub.org/public/igem/BBa_K105014/1']"
98.4375,"['https://synbiohub.org/public/igem/BBa_K208003/1', 'https://synbiohub.org/public/igem/BBa_K237008/1']"
98.4126984126984,"['https://synbiohub.org/public/igem/BBa_K390003/1', 'https://synbiohub.org/public/igem/BBa_K125300/1']"
97.84946236559139,"['https://synbiohub.org/public/igem/BBa_K208006/1', 'https://synbiohub.org/public/igem/BBa_K2018023/1']"
97.43589743589743,"['https://synbiohub.org/public/igem/BBa_J54033/1', 'https://synbiohub.org/public/igem/BBa_J540013/1']"
96.7741935483871,"['https://synbiohub.org/public/igem/BBa_K112600/1', 'https://synbiohub.org/public/igem/BBa_K112601/1']"
95.83333333333334,"['https://synbiohub.org/public/igem/BBa_K823038/1', 'https://synbiohub.org/public/igem/BBa_J18916/1']"
95.65217391304348,"['https://synbiohub.org/public/igem/BBa_M36981/1', 'https://synbiohub.org/public/igem/BBa_M36726/1']"
95.23809523809523,"['https://synbiohub.org/public/igem/BBa_M10045/1', 'https://synbiohub.org/public/igem/BBa_K112503/1']"
95.23809523809523,"['https://synbiohub.org/public/igem/BBa_K112506/1', 'https://synbiohub.org/public/igem/BBa_K112507/1']"
93.75,"['https://synbiohub.org/public/igem/BBa_K112704/1', 'https://synbiohub.org/public/igem/BBa_J32017/1', 'https://synbiohub.org/public/igem/BBa_K112705/1']"
92.85714285714286,"['https://synbiohub.org/public/igem/BBa_J70048/1', 'https://synbiohub.org/public/igem/BBa_J70044/1']"
92.3076923076923,"['https://synbiohub.org/public/igem/BBa_J54014/1', 'https://synbiohub.org/public/igem/BBa_J54025/1']"
91.66666666666666,"['https://synbiohub.org/public/igem/BBa_M0050/1', 'https://synbiohub.org/public/igem/BBa_K1051206/1']"
91.66666666666666,"['https://synbiohub.org/public/igem/BBa_M0040/1', 'https://synbiohub.org/public/igem/BBa_K880004/1']"
91.35802469135803,"['https://synbiohub.org/public/igem/BBa_K1696018/1', 'https://synbiohub.org/public/igem/BBa_K1696016/1', 'https://synbiohub.org/public/igem/BBa_K1696017/1', 'https://synbiohub.org/public/igem/BBa_K1696019/1', 'https://synbiohub.org/public/igem/BBa_K1696013/1', 'https://synbiohub.org/public/igem/BBa_K1696020/1']"
90.9090909090909,"['https://synbiohub.org/public/igem/BBa_I11012/1', 'https://synbiohub.org/public/igem/BBa_M0046/1']"
88.88888888888889,"['https://synbiohub.org/public/igem/BBa_J133569/1', 'https://synbiohub.org/public/igem/BBa_J133567/1']"
88.88888888888889,"['https://synbiohub.org/public/igem/BBa_J133572/1', 'https://synbiohub.org/public/igem/BBa_J133554/1']"
88.88888888888889,"['https://synbiohub.org/public/igem/BBa_J133580/1', 'https://synbiohub.org/public/igem/BBa_J133575/1']"
88.88888888888889,"['https://synbiohub.org/public/igem/BBa_J133581/1', 'https://synbiohub.org/public/igem/BBa_J133574/1']"
88.88888888888889,"['https://synbiohub.org/public/igem/BBa_J133552/1', 'https://synbiohub.org/public/igem/BBa_K125550/1']"
88.88888888888889,"['https://synbiohub.org/public/igem/BBa_J133557/1', 'https://synbiohub.org/public/igem/BBa_J133555/1']"
88.88888888888889,"['https://synbiohub.org/public/igem/BBa_J133558/1', 'https://synbiohub.org/public/igem/BBa_J133562/1']"
